,Unnamed: 0,Participant,Block,Sequence,Sub_Sequence,Trial,Target_Type,Target_Name,Start_Time,End_Time,First_Reaction_Time,Mode_In_Time,Mode_Out_Time,Execution_Time,Reference_Action_Count,Incorrect_Action_Count,Error,IV_Surface,IV_Orientation,IV_Form,IV_Hand,Reference_Task
8515,8515,participant_43,4,8,9,595,posture,Left_Open_0_On,1567714844336,1567714845512,1567714845512,2175,891,3066,25,5,False,On,180,Open,Left,word
8517,8517,participant_43,4,8,10,597,posture,Left_Open_0_Below,1567714847467,1567714848682,1567714848682,2279,1423,3702,27,4,False,Below,180,Open,Left,word
8519,8519,participant_43,4,8,11,599,posture,Left_Open_0_Beside,1567714850138,1567714851347,1567714851347,1242,960,2202,23,4,False,Beside,180,Open,Left,click
8521,8521,participant_43,4,8,12,601,posture,Left_Open_90_On,1567714853172,1567714854283,1567714854283,1976,1121,3097,28,0,False,On,90,Open,Left,word
8523,8523,participant_43,4,8,13,603,posture,Left_Open_90_Below,1567714855438,1567714855438,1567714855438,34,997,1031,0,0,False,Below,90,Open,Left,click
8525,8525,participant_43,4,8,14,605,posture,Left_Open_90_Beside,1567714857138,1567714858150,1567714858150,1715,1057,2772,28,0,False,Beside,90,Open,Left,word
8527,8527,participant_43,4,8,15,607,posture,Left_Open_180_On,1567714859238,1567714860419,1567714860419,1212,1189,2401,2,0,False,On,0,Open,Left,click
8529,8529,participant_43,4,8,16,609,posture,Left_Open_180_Below,1567714862206,1567714863216,1567714863216,1608,1090,2698,23,1,False,Below,0,Open,Left,word
8531,8531,participant_43,4,8,17,611,posture,Left_Open_180_Beside,1567714865872,1567714867084,1567714867084,2778,1589,4367,23,9,False,Beside,0,Open,Left,word
8533,8533,participant_43,4,8,18,613,posture,Right_Close_0_On,1567714868703,1567714870852,1567714870852,2179,2084,4263,31,0,False,On,180,Close,Right,click
8535,8535,participant_43,4,8,19,615,posture,Right_Close_0_Below,1567714872972,1567714874281,1567714874281,1345,992,2337,28,0,False,Below,180,Close,Right,click
8537,8537,participant_43,4,8,20,617,posture,Right_Close_0_Beside,1567714876102,1567714877384,1567714877384,2111,1222,3333,20,8,False,Beside,180,Close,Right,word
8539,8539,participant_43,4,8,21,619,posture,Right_Close_90_On,1567714878638,1567714879748,1567714879748,1142,921,2063,28,0,False,On,90,Close,Right,click
8541,8541,participant_43,4,8,22,621,posture,Right_Close_90_Below,1567714881272,1567714882414,1567714882414,1745,1289,3034,17,11,False,Below,90,Close,Right,word
8543,8543,participant_43,4,8,23,623,posture,Right_Close_90_Beside,1567714883739,1567714884684,1567714884684,981,989,1970,23,4,False,Beside,90,Close,Right,click
8545,8545,participant_43,4,8,24,625,posture,Right_Close_180_On,1567714885706,1567714886817,1567714886817,1144,1219,2363,24,5,False,On,0,Close,Right,click
8547,8547,participant_43,4,8,25,627,posture,Right_Close_180_Below,1567714888072,1567714889348,1567714889348,1312,921,2233,13,0,False,Below,0,Close,Right,click
8549,8549,participant_43,4,8,26,629,posture,Right_Close_180_Beside,1567714890803,1567714892317,1567714892317,2048,1257,3305,15,14,False,Beside,0,Close,Right,word
8551,8551,participant_43,4,8,27,631,posture,Right_Open_0_On,1567714893606,1567714894716,1567714894716,1142,821,1963,27,0,False,On,180,Open,Right,click
8553,8553,participant_43,4,8,28,633,posture,Right_Open_0_Below,1567714896070,1567714897417,1567714897417,1880,923,2803,25,8,False,Below,180,Open,Right,word
8555,8555,participant_43,4,8,29,635,posture,Right_Open_0_Beside,1567714899038,1567714900351,1567714900351,2011,1923,3934,14,12,False,Beside,180,Open,Right,word
8557,8557,participant_43,4,8,30,637,posture,Right_Open_90_On,1567714902304,1567714903281,1567714903281,1007,827,1834,24,4,False,On,90,Open,Right,click
8559,8559,participant_43,4,8,31,639,posture,Right_Open_90_Below,1567714904773,1567714905852,1567714905852,1744,1057,2801,9,8,False,Below,90,Open,Right,word
8561,8561,participant_43,4,8,32,641,posture,Right_Open_90_Beside,1567714907607,1567714908919,1567714908919,2010,1354,3364,27,4,False,Beside,90,Open,Right,word
8563,8563,participant_43,4,8,33,643,posture,Right_Open_180_On,1567714910308,1567714911986,1567714911986,1713,922,2635,24,8,False,On,0,Open,Right,click
8565,8565,participant_43,4,8,34,645,posture,Right_Open_180_Below,1567714913437,1567714914820,1567714914820,1912,1285,3197,23,9,False,Below,0,Open,Right,word
8567,8567,participant_43,4,8,35,647,posture,Right_Open_180_Beside,1567714916140,1567714917349,1567714917349,1244,0,1244,17,16,False,Beside,0,Open,Right,click
8641,8641,participant_33,0,0,0,1,posture,Left_Close_0_On,1567453720531,1567453724243,1567453724243,3736,1855,5591,27,0,False,On,180,Close,Left,click
8643,8643,participant_33,0,0,1,3,posture,Left_Close_0_Below,1567453728563,1567453730143,1567453730143,4045,1322,5367,19,8,False,Below,180,Close,Left,word
8645,8645,participant_33,0,0,2,5,posture,Left_Close_0_Beside,1567453731498,1567453732674,1567453732674,1209,1158,2367,28,0,False,Beside,180,Close,Left,click
8647,8647,participant_33,0,0,3,7,posture,Left_Close_90_On,1567453737434,1567453738844,1567453738844,5012,1190,6202,24,4,False,On,90,Close,Left,word
8649,8649,participant_33,0,0,4,9,posture,Left_Close_90_Below,1567453743033,1567453744307,1567453744307,4273,1527,5800,24,0,False,Below,90,Close,Left,word
8651,8651,participant_33,0,0,5,11,posture,Left_Close_90_Beside,1567453745866,1567453749376,1567453749376,3542,1487,5029,30,0,False,Beside,90,Close,Left,click
8653,8653,participant_33,0,0,6,13,posture,Left_Close_180_On,1567453751933,1567453753309,1567453753309,2446,2190,4636,19,12,False,On,0,Close,Left,word
8655,8655,participant_33,0,0,7,15,posture,Left_Close_180_Below,1567453755534,1567453756577,1567453756577,1078,1291,2369,20,6,False,Below,0,Close,Left,click
8657,8657,participant_33,0,0,8,17,posture,Left_Close_180_Beside,1567453757896,1567453759109,1567453759109,1241,1322,2563,18,11,False,Beside,0,Close,Left,click
8659,8659,participant_33,0,0,9,19,posture,Left_Open_0_On,1567453761763,1567453762911,1567453762911,2480,1353,3833,25,5,False,On,180,Open,Left,word
8661,8661,participant_33,0,0,10,21,posture,Left_Open_0_Below,1567453766034,1567453767379,1567453767379,3115,1290,4405,20,8,False,Below,180,Open,Left,word
8663,8663,participant_33,0,0,11,23,posture,Left_Open_0_Beside,1567453768700,1567453769944,1567453769944,1275,1188,2463,23,0,False,Beside,180,Open,Left,click
8665,8665,participant_33,0,0,12,25,posture,Left_Open_90_On,1567453773399,1567453774512,1567453774512,3380,1256,4636,24,0,False,On,90,Open,Left,word
8667,8667,participant_33,0,0,13,27,posture,Left_Open_90_Below,1567453775800,1567453776913,1567453776913,1145,1122,2267,23,0,False,Below,90,Open,Left,click
8669,8669,participant_33,0,0,14,29,posture,Left_Open_90_Beside,1567453779468,1567453780514,1567453780514,2479,1588,4067,22,8,False,Beside,90,Open,Left,word
8671,8671,participant_33,0,0,15,31,posture,Left_Open_180_On,1567453782134,1567453783282,1567453783282,1180,1054,2234,15,18,False,On,0,Open,Left,click
8673,8673,participant_33,0,0,16,33,posture,Left_Open_180_Below,1567453786101,1567453787115,1567453787115,2779,1086,3865,23,1,False,Below,0,Open,Left,word
8675,8675,participant_33,0,0,17,35,posture,Left_Open_180_Beside,1567453791034,1567453792181,1567453792181,3980,1221,5201,20,12,False,Beside,0,Open,Left,word
8677,8677,participant_33,0,0,18,37,posture,Right_Close_0_On,1567453793434,1567453794877,1567453794877,1475,1291,2766,20,11,False,On,180,Close,Right,click
8679,8679,participant_33,0,0,19,39,posture,Right_Close_0_Below,1567453796200,1567453798644,1567453798644,2476,1488,3964,28,0,False,Below,180,Close,Right,click
8681,8681,participant_33,0,0,20,41,posture,Right_Close_0_Beside,1567453801500,1567453802975,1567453802975,2843,1626,4469,24,3,False,Beside,180,Close,Right,word
8683,8683,participant_33,0,0,21,43,posture,Right_Close_90_On,1567453804636,1567453805814,1567453805814,1213,1389,2602,26,4,False,On,90,Close,Right,click
8685,8685,participant_33,0,0,22,45,posture,Right_Close_90_Below,1567453808631,1567453809614,1567453809614,2411,1220,3631,24,4,False,Below,90,Close,Right,word
8687,8687,participant_33,0,0,23,47,posture,Right_Close_90_Beside,1567453810865,1567453812379,1567453812379,1545,1286,2831,26,4,False,Beside,90,Close,Right,click
8689,8689,participant_33,0,0,24,49,posture,Right_Close_180_On,1567453813699,1567453814912,1567453814912,1247,1255,2502,13,15,False,On,0,Close,Right,click
8691,8691,participant_33,0,0,25,51,posture,Right_Close_180_Below,1567453816199,1567453817444,1567453817444,1277,1124,2401,13,0,False,Below,0,Close,Right,click
8693,8693,participant_33,0,0,26,53,posture,Right_Close_180_Beside,1567453819666,1567453820911,1567453820911,2343,1458,3801,15,17,False,Beside,0,Close,Right,word
8695,8695,participant_33,0,0,27,55,posture,Right_Open_0_On,1567453822398,1567453823678,1567453823678,1309,1356,2665,27,0,False,On,180,Open,Right,click
8697,8697,participant_33,0,0,28,57,posture,Right_Open_0_Below,1567453825868,1567453826609,1567453826609,1575,1558,3133,12,8,False,Below,180,Open,Right,word
8699,8699,participant_33,0,0,29,59,posture,Right_Open_0_Beside,1567453832635,1567453834045,1567453834045,5878,1188,7066,27,4,False,Beside,180,Open,Right,word
8701,8701,participant_33,0,0,30,61,posture,Right_Open_90_On,1567453835265,1567453836313,1567453836313,1080,1053,2133,25,3,False,On,90,Open,Right,click
8703,8703,participant_33,0,0,31,63,posture,Right_Open_90_Below,1567453838298,1567453838713,1567453838713,1347,1486,2833,9,8,False,Below,90,Open,Right,word
8705,8705,participant_33,0,0,32,65,posture,Right_Open_90_Beside,1567453841400,1567453842476,1567453842476,2277,2026,4303,19,8,False,Beside,90,Open,Right,word
8707,8707,participant_33,0,0,33,67,posture,Right_Open_180_On,1567453844534,1567453845713,1567453845713,1211,1191,2402,15,16,False,On,0,Open,Right,click
8709,8709,participant_33,0,0,34,69,posture,Right_Open_180_Below,1567453849598,1567453849710,1567453849710,2806,1226,4032,3,0,False,Below,0,Open,Right,word
8711,8711,participant_33,0,0,35,71,posture,Right_Open_180_Beside,1567453850966,1567453852247,1567453852247,1311,0,1311,17,16,False,Beside,0,Open,Right,click
8785,8785,participant_33,1,2,0,145,posture,Left_Close_0_On,1567454098043,1567454100153,1567454100153,2141,1325,3466,27,0,False,On,180,Close,Left,click
8787,8787,participant_33,1,2,1,147,posture,Left_Close_0_Below,1567454102344,1567454103687,1567454103687,2209,958,3167,24,0,False,Below,180,Close,Left,word
8789,8789,participant_33,1,2,2,149,posture,Left_Close_0_Beside,1567454104677,1567454105685,1567454105685,1040,1126,2166,28,0,False,Beside,180,Close,Left,click
8791,8791,participant_33,1,2,3,151,posture,Left_Close_90_On,1567454107942,1567454109186,1567454109186,2375,1123,3498,29,0,False,On,90,Close,Left,word
8793,8793,participant_33,1,2,4,153,posture,Left_Close_90_Below,1567454111144,1567454115488,1567454115488,5179,1223,6402,40,4,False,Below,90,Close,Left,word
8795,8795,participant_33,1,2,5,155,posture,Left_Close_90_Beside,1567454116744,1567454118920,1567454118920,2209,958,3167,34,0,False,Beside,90,Close,Left,click
8797,8797,participant_33,1,2,6,157,posture,Left_Close_180_On,1567454121207,1567454122289,1567454122289,2411,1087,3498,17,8,False,On,0,Close,Left,word
8799,8799,participant_33,1,2,7,159,posture,Left_Close_180_Below,1567454123410,1567454124291,1567454124291,915,955,1870,20,6,False,Below,0,Close,Left,click
8801,8801,participant_33,1,2,8,161,posture,Left_Close_180_Beside,1567454125277,1567454127785,1567454127785,2539,1159,3698,34,11,False,Beside,0,Close,Left,click
8803,8803,participant_33,1,2,9,163,posture,Left_Open_0_On,1567454130177,1567454131819,1567454131819,2875,1626,4501,26,0,False,On,180,Open,Left,word
8807,8807,participant_33,1,2,11,167,posture,Left_Open_0_Beside,1567454141477,1567454142656,1567454142656,1209,1286,2495,23,0,False,Beside,180,Open,Left,click
8809,8809,participant_33,1,2,12,169,posture,Left_Open_90_On,1567454145377,1567454146459,1567454146459,2517,1087,3604,21,2,False,On,90,Open,Left,word
8811,8811,participant_33,1,2,13,171,posture,Left_Open_90_Below,1567454147578,1567454148721,1567454148721,1175,1225,2400,21,4,False,Below,90,Open,Left,click
8813,8813,participant_33,1,2,14,173,posture,Left_Open_90_Beside,1567454150780,1567454152056,1567454152056,2110,1223,3333,23,4,False,Beside,90,Open,Left,word
8815,8815,participant_33,1,2,15,175,posture,Left_Open_180_On,1567454153312,1567454154357,1567454154357,1078,1119,2197,27,0,False,On,0,Open,Left,click
8817,8817,participant_33,1,2,16,177,posture,Left_Open_180_Below,1567454156546,1567454157591,1567454157591,2115,1222,3337,19,8,False,Below,0,Open,Left,word
8819,8819,participant_33,1,2,17,179,posture,Left_Open_180_Beside,1567454159776,1567454160953,1567454160953,2140,1256,3396,15,4,False,Beside,0,Open,Left,word
8821,8821,participant_33,1,2,18,181,posture,Right_Close_0_On,1567454162242,1567454163489,1567454163489,1280,1425,2705,30,4,False,On,180,Close,Right,click
8823,8823,participant_33,1,2,19,183,posture,Right_Close_0_Below,1567454164946,1567454167524,1567454167524,2610,1755,4365,23,0,False,Below,180,Close,Right,click
8825,8825,participant_33,1,2,20,185,posture,Right_Close_0_Beside,1567454170943,1567454172090,1567454172090,2811,1186,3997,24,3,False,Beside,180,Close,Right,word
8827,8827,participant_33,1,2,21,187,posture,Right_Close_90_On,1567454173310,1567454174390,1567454174390,1114,1020,2134,30,0,False,On,90,Close,Right,click
8829,8829,participant_33,1,2,22,189,posture,Right_Close_90_Below,1567454176245,1567454177322,1567454177322,1912,1256,3168,17,11,False,Below,90,Close,Right,word
8831,8831,participant_33,1,2,23,191,posture,Right_Close_90_Beside,1567454178614,1567454179759,1567454179759,1181,1118,2299,26,4,False,Beside,90,Close,Right,click
8833,8833,participant_33,1,2,24,193,posture,Right_Close_180_On,1567454180914,1567454182056,1567454182056,1179,1254,2433,24,4,False,On,0,Close,Right,click
8835,8835,participant_33,1,2,25,195,posture,Right_Close_180_Below,1567454183346,1567454184422,1567454184422,1112,1160,2272,13,0,False,Below,0,Close,Right,click
8837,8837,participant_33,1,2,26,197,posture,Right_Close_180_Beside,1567454186446,1567454187493,1567454187493,1911,1255,3166,15,12,False,Beside,0,Close,Right,word
8839,8839,participant_33,1,2,27,199,posture,Right_Open_0_On,1567454188776,1567454189656,1567454189656,908,1358,2266,15,0,False,On,180,Open,Right,click
8841,8841,participant_33,1,2,28,201,posture,Right_Open_0_Below,1567454192347,1567454193258,1567454193258,2244,957,3201,24,0,False,Below,180,Open,Right,word
8843,8843,participant_33,1,2,29,203,posture,Right_Open_0_Beside,1567454195281,1567454196323,1567454196323,2108,1624,3732,14,12,False,Beside,180,Open,Right,word
8845,8845,participant_33,1,2,30,205,posture,Right_Open_90_On,1567454197979,1567454199121,1567454199121,1174,1057,2231,24,4,False,On,90,Open,Right,click
8847,8847,participant_33,1,2,31,207,posture,Right_Open_90_Below,1567454201246,1567454202092,1567454202092,1914,1089,3003,9,8,False,Below,90,Open,Right,word
8849,8849,participant_33,1,2,32,209,posture,Right_Open_90_Beside,1567454204148,1567454205292,1567454205292,2111,1223,3334,20,4,False,Beside,90,Open,Right,word
8851,8851,participant_33,1,2,33,211,posture,Right_Open_180_On,1567454206547,1567454207622,1567454207622,1107,1123,2230,18,0,False,On,0,Open,Right,click
8853,8853,participant_33,1,2,34,213,posture,Right_Open_180_Below,1567454211014,1567454212722,1567454212722,3977,1160,5137,26,6,False,Below,0,Open,Right,word
8855,8855,participant_33,1,2,35,215,posture,Right_Open_180_Beside,1567454213913,1567454214990,1567454214990,1108,0,1108,25,5,False,Beside,0,Open,Right,click
8929,8929,participant_33,2,4,0,289,posture,Left_Close_0_On,1567454376752,1567454377961,1567454377961,1240,993,2233,27,0,False,On,180,Close,Left,click
8931,8931,participant_33,2,4,1,291,posture,Left_Close_0_Below,1567454380519,1567454381695,1567454381695,2741,1522,4263,31,0,False,Below,180,Close,Left,word
8933,8933,participant_33,2,4,2,293,posture,Left_Close_0_Beside,1567454383250,1567454384396,1567454384396,1179,924,2103,29,0,False,Beside,180,Close,Left,click
8935,8935,participant_33,2,4,3,295,posture,Left_Close_90_On,1567454386120,1567454387296,1567454387296,1976,992,2968,24,4,False,On,90,Close,Left,word
8937,8937,participant_33,2,4,4,297,posture,Left_Close_90_Below,1567454389122,1567454390199,1567454390199,1911,988,2899,23,8,False,Below,90,Close,Left,word
8939,8939,participant_33,2,4,5,299,posture,Left_Close_90_Beside,1567454391218,1567454394634,1567454394634,3447,1450,4897,34,0,False,Beside,90,Close,Left,click
8941,8941,participant_33,2,4,6,301,posture,Left_Close_180_On,1567454397554,1567454398629,1567454398629,2545,1091,3636,27,0,False,On,0,Close,Left,word
8943,8943,participant_33,2,4,7,303,posture,Left_Close_180_Below,1567454399753,1567454400697,1567454400697,977,990,1967,25,2,False,Below,0,Close,Left,click
8945,8945,participant_33,2,4,8,305,posture,Left_Close_180_Beside,1567454401717,1567454403630,1567454403630,1943,1157,3100,18,22,False,Beside,0,Close,Left,click
8947,8947,participant_33,2,4,9,307,posture,Left_Open_0_On,1567454406254,1567454407366,1567454407366,2579,1089,3668,25,5,False,On,180,Open,Left,word
8949,8949,participant_33,2,4,10,309,posture,Left_Open_0_Below,1567454412617,1567454413664,1567454413664,5209,1924,7133,28,2,False,Below,180,Open,Left,word
8951,8951,participant_33,2,4,11,311,posture,Left_Open_0_Beside,1567454415621,1567454416624,1567454416624,1036,1142,2178,23,4,False,Beside,180,Open,Left,click
8953,8953,participant_33,2,4,12,313,posture,Left_Open_90_On,1567454418733,1567454419811,1567454419811,2045,854,2899,18,4,False,On,90,Open,Left,word
8955,8955,participant_33,2,4,13,315,posture,Left_Open_90_Below,1567454420697,1567454421813,1567454421813,1148,1118,2266,21,4,False,Below,90,Open,Left,click
8957,8957,participant_33,2,4,14,317,posture,Left_Open_90_Beside,1567454424166,1567454425643,1567454425643,2712,1591,4303,22,8,False,Beside,90,Open,Left,word
8959,8959,participant_33,2,4,15,319,posture,Left_Open_180_On,1567454427264,1567454428246,1567454428246,1012,319,1331,2,0,False,On,0,Open,Left,click
8961,8961,participant_33,2,4,16,321,posture,Left_Open_180_Below,1567454430765,1567454431708,1567454431708,3143,1156,4299,18,0,False,Below,0,Open,Left,word
8963,8963,participant_33,2,4,17,323,posture,Left_Open_180_Beside,1567454433665,1567454434812,1567454434812,1948,1156,3104,15,4,False,Beside,0,Open,Left,word
8965,8965,participant_33,2,4,18,325,posture,Right_Close_0_On,1567454435999,1567454439778,1567454439778,3810,1291,5101,31,0,False,On,180,Close,Right,click
8967,8967,participant_33,2,4,19,327,posture,Right_Close_0_Below,1567454441101,1567454443177,1567454443177,2108,1126,3234,29,0,False,Below,180,Close,Right,click
8969,8969,participant_33,2,4,20,329,posture,Right_Close_0_Beside,1567454445231,1567454446511,1567454446511,2208,1222,3430,20,8,False,Beside,180,Close,Right,word
8971,8971,participant_33,2,4,21,331,posture,Right_Close_90_On,1567454447767,1567454450976,1567454450976,3243,1189,4432,26,4,False,On,90,Close,Right,click
8973,8973,participant_33,2,4,22,333,posture,Right_Close_90_Below,1567454453068,1567454454312,1567454454312,2147,1355,3502,17,11,False,Below,90,Close,Right,word
8975,8975,participant_33,2,4,23,335,posture,Right_Close_90_Beside,1567454455699,1567454456878,1567454456878,1211,1256,2467,23,4,False,Beside,90,Close,Right,click
8977,8977,participant_33,2,4,24,337,posture,Right_Close_180_On,1567454458165,1567454459281,1567454459281,1147,1354,2501,24,4,False,On,0,Close,Right,click
8979,8979,participant_33,2,4,25,339,posture,Right_Close_180_Below,1567454460666,1567454461681,1567454461681,1046,1354,2400,27,0,False,Below,0,Close,Right,click
8981,8981,participant_33,2,4,26,341,posture,Right_Close_180_Beside,1567454464431,1567454465811,1567454465811,2776,1225,4001,20,11,False,Beside,0,Close,Right,word
8983,8983,participant_33,2,4,27,343,posture,Right_Open_0_On,1567454467067,1567454468178,1567454468178,1142,1054,2196,27,0,False,On,180,Open,Right,click
8985,8985,participant_33,2,4,28,345,posture,Right_Open_0_Below,1567454469803,1567454470880,1567454470880,1648,1119,2767,21,8,False,Below,180,Open,Right,word
8987,8987,participant_33,2,4,29,347,posture,Right_Open_0_Beside,1567454472765,1567454473847,1567454473847,1848,1219,3067,19,12,False,Beside,180,Open,Right,word
8989,8989,participant_33,2,4,30,349,posture,Right_Open_90_On,1567454475099,1567454476112,1567454476112,1046,1291,2337,23,4,False,On,90,Open,Right,click
8991,8991,participant_33,2,4,31,351,posture,Right_Open_90_Below,1567454478201,1567454478510,1567454478510,1107,1326,2433,6,4,False,Below,90,Open,Right,word
8993,8993,participant_33,2,4,32,353,posture,Right_Open_90_Beside,1567454480801,1567454481945,1567454481945,2109,1390,3499,24,4,False,Beside,90,Open,Right,word
8995,8995,participant_33,2,4,33,355,posture,Right_Open_180_On,1567454483367,1567454484480,1567454484480,1145,989,2134,15,16,False,On,0,Open,Right,click
8997,8997,participant_33,2,4,34,357,posture,Right_Open_180_Below,1567454486370,1567454486615,1567454486615,1146,1787,2933,7,0,False,Below,0,Open,Right,word
8999,8999,participant_33,2,4,35,359,posture,Right_Open_180_Beside,1567454488436,1567454489548,1567454489548,1146,0,1146,23,8,False,Beside,0,Open,Right,click
9073,9073,participant_33,3,6,0,433,posture,Left_Close_0_On,1567454643672,1567454644918,1567454644918,1277,1090,2367,26,4,False,On,180,Close,Left,click
9075,9075,participant_33,3,6,1,435,posture,Left_Close_0_Below,1567454647341,1567454648622,1567454648622,2614,1252,3866,19,8,False,Below,180,Close,Left,word
9077,9077,participant_33,3,6,2,437,posture,Left_Close_0_Beside,1567454649907,1567454651216,1567454651216,1342,1089,2431,28,0,False,Beside,180,Close,Left,click
9079,9079,participant_33,3,6,3,439,posture,Left_Close_90_On,1567454653210,1567454655481,1567454655481,3176,1127,4303,17,8,False,On,90,Close,Left,word
9081,9081,participant_33,3,6,4,441,posture,Left_Close_90_Below,1567454657738,1567454658853,1567454658853,2245,1589,3834,24,0,False,Below,90,Close,Left,word
9083,9083,participant_33,3,6,5,443,posture,Left_Close_90_Beside,1567454660474,1567454661883,1567454661883,1441,959,2400,28,0,False,Beside,90,Close,Left,click
9085,9085,participant_33,3,6,6,445,posture,Left_Close_180_On,1567454663841,1567454664951,1567454664951,2109,957,3066,17,8,False,On,0,Close,Left,word
9087,9087,participant_33,3,6,7,447,posture,Left_Close_180_Below,1567454665942,1567454666855,1567454666855,947,1088,2035,19,9,False,Below,0,Close,Left,click
9089,9089,participant_33,3,6,8,449,posture,Left_Close_180_Beside,1567454667974,1567454669120,1567454669120,1177,1420,2597,18,10,False,Beside,0,Close,Left,click
9091,9091,participant_33,3,6,9,451,posture,Left_Open_0_On,1567454672572,1567454673550,1567454673550,3010,926,3936,29,0,False,On,180,Open,Left,word
9093,9093,participant_33,3,6,10,453,posture,Left_Open_0_Below,1567454675341,1567454676319,1567454676319,1843,1287,3130,28,0,False,Below,180,Open,Left,word
9095,9095,participant_33,3,6,11,455,posture,Left_Open_0_Beside,1567454677638,1567454678584,1567454678584,978,993,1971,25,0,False,Beside,180,Open,Left,click
9097,9097,participant_33,3,6,12,457,posture,Left_Open_90_On,1567454680138,1567454681186,1567454681186,1609,1355,2964,28,0,False,On,90,Open,Left,word
9099,9099,participant_33,3,6,13,459,posture,Left_Open_90_Below,1567454682572,1567454683452,1567454683452,911,1121,2032,21,4,False,Below,90,Open,Left,click
9101,9101,participant_33,3,6,14,461,posture,Left_Open_90_Beside,1567454685807,1567454686788,1567454686788,2215,955,3170,23,4,False,Beside,90,Open,Left,word
9103,9103,participant_33,3,6,15,463,posture,Left_Open_180_On,1567454687775,1567454688817,1567454688817,1074,292,1366,2,0,False,On,0,Open,Left,click
9105,9105,participant_33,3,6,16,465,posture,Left_Open_180_Below,1567454692076,1567454693086,1567454693086,3977,1153,5130,19,0,False,Below,0,Open,Left,word
9107,9107,participant_33,3,6,17,467,posture,Left_Open_180_Beside,1567454695141,1567454696152,1567454696152,1913,924,2837,23,5,False,Beside,0,Open,Left,word
9109,9109,participant_33,3,6,18,469,posture,Right_Close_0_On,1567454697108,1567454698819,1567454698819,1743,1124,2867,29,0,False,On,180,Close,Right,click
9111,9111,participant_33,3,6,19,471,posture,Right_Close_0_Below,1567454699976,1567454702021,1567454702021,2078,1023,3101,30,0,False,Below,180,Close,Right,click
9113,9113,participant_33,3,6,20,473,posture,Right_Close_0_Beside,1567454703942,1567454704991,1567454704991,1947,1218,3165,24,3,False,Beside,180,Close,Right,word
9115,9115,participant_33,3,6,21,475,posture,Right_Close_90_On,1567454706240,1567454707257,1567454707257,1048,1052,2100,22,8,False,On,90,Close,Right,click
9117,9117,participant_33,3,6,22,477,posture,Right_Close_90_Below,1567454709544,1567454710557,1567454710557,2248,1385,3633,24,5,False,Below,90,Close,Right,word
9119,9119,participant_33,3,6,23,479,posture,Right_Close_90_Beside,1567454711976,1567454713022,1567454713022,1080,1253,2333,23,4,False,Beside,90,Close,Right,click
9121,9121,participant_33,3,6,24,481,posture,Right_Close_180_On,1567454714309,1567454715420,1567454715420,1145,1089,2234,24,5,False,On,0,Close,Right,click
9123,9123,participant_33,3,6,25,483,posture,Right_Close_180_Below,1567454716543,1567454717554,1567454717554,1045,1122,2167,20,0,False,Below,0,Close,Right,click
9127,9127,participant_33,3,6,27,487,posture,Right_Open_0_On,1567454725977,1567454726922,1567454726922,977,1018,1995,15,0,False,On,180,Open,Right,click
9129,9129,participant_33,3,6,28,489,posture,Right_Open_0_Below,1567454728610,1567454729989,1567454729989,2049,1486,3535,36,0,False,Below,180,Open,Right,word
9131,9131,participant_33,3,6,29,491,posture,Right_Open_0_Beside,1567454735606,1567454736720,1567454736720,5245,1623,6868,14,12,False,Beside,180,Open,Right,word
9133,9133,participant_33,3,6,30,493,posture,Right_Open_90_On,1567454738376,1567454739521,1567454739521,1178,1054,2232,24,4,False,On,90,Open,Right,click
9135,9135,participant_33,3,6,31,495,posture,Right_Open_90_Below,1567454741511,1567454741954,1567454741954,1379,1158,2537,11,6,False,Below,90,Open,Right,word
9137,9137,participant_33,3,6,32,497,posture,Right_Open_90_Beside,1567454744441,1567454745957,1567454745957,2845,1618,4463,19,8,False,Beside,90,Open,Right,word
9139,9139,participant_33,3,6,33,499,posture,Right_Open_180_On,1567454747611,1567454748757,1567454748757,1182,189,1371,20,0,False,On,0,Open,Right,click
9141,9141,participant_33,3,6,34,501,posture,Right_Open_180_Below,1567454750442,1567454750789,1567454750789,1843,1321,3164,9,0,False,Below,0,Open,Right,word
9143,9143,participant_33,3,6,35,503,posture,Right_Open_180_Beside,1567454752145,1567454753357,1567454753357,1247,0,1247,27,4,False,Beside,0,Open,Right,click
9217,9217,participant_33,4,8,0,577,posture,Left_Close_0_On,1567454966151,1567454967264,1567454967264,1145,955,2100,27,0,False,On,180,Close,Left,click
9219,9219,participant_33,4,8,1,579,posture,Left_Close_0_Below,1567454968948,1567454970231,1567454970231,2012,1522,3534,26,0,False,Below,180,Close,Left,word
9221,9221,participant_33,4,8,2,581,posture,Left_Close_0_Beside,1567454971781,1567454973030,1567454973030,1277,1018,2295,28,0,False,Beside,180,Close,Left,click
9223,9223,participant_33,4,8,3,583,posture,Left_Close_90_On,1567454975586,1567454978530,1567454978530,4482,1089,5571,27,15,False,On,90,Close,Left,word
9225,9225,participant_33,4,8,4,585,posture,Left_Close_90_Below,1567454980885,1567454983264,1567454983264,3645,1687,5332,23,8,False,Below,90,Close,Left,word
9227,9227,participant_33,4,8,5,587,posture,Left_Close_90_Beside,1567454984983,1567454986896,1567454986896,1945,1221,3166,9,0,False,Beside,90,Close,Left,click
