,Participant,Block,Sequence,Sub_Sequence,Trial,Target_Type,Target_Name,Start_Time,End_Time,First_Reaction_Time,Mode_In_Time,Mode_Out_Time,Execution_Time,Completion_Time,Reference_Action_Count,Incorrect_Action_Count,Error,IV_Surface,IV_Orientation,IV_Form,IV_Hand,Previous_Reference_Task,Next_Reference_Task
8359,participant_39,3,6,3,439,posture,Left_Close_90_On,1567628886702,1567628887783,1567628887783,1745,989,2734,1081,17,8,False,On,90,Close,Non Dominant,word,word
8361,participant_39,3,6,4,441,posture,Left_Close_90_Below,1567628891171,1567628892012,1567628892012,3240,1288,4528,841,17,0,False,Below,90,Close,Non Dominant,word,click
8363,participant_39,3,6,5,443,posture,Left_Close_90_Beside,1567628893337,1567628894749,1567628894749,1449,1152,2601,1412,9,0,False,Beside,90,Close,Non Dominant,click,word
8365,participant_39,3,6,6,445,posture,Left_Close_180_On,1567628896671,1567628897681,1567628897681,1780,1424,3204,1010,15,8,False,On,180,Close,Non Dominant,word,click
8367,participant_39,3,6,7,447,posture,Left_Close_180_Below,1567628899137,1567628899977,1567628899977,872,1294,2166,840,20,6,False,Below,180,Close,Non Dominant,click,click
8369,participant_39,3,6,8,449,posture,Left_Close_180_Beside,1567628901303,1567628902348,1567628902348,1077,989,2066,1045,19,0,False,Beside,180,Close,Non Dominant,click,word
8371,participant_39,3,6,9,451,posture,Left_Open_0_On,1567628904000,1567628904482,1567628904482,1145,1086,2231,482,13,3,False,On,0,Open,Non Dominant,word,word
8375,participant_39,3,6,11,455,posture,Left_Open_0_Beside,1567628912103,1567628913282,1567628913282,1211,1057,2268,1179,25,0,False,Beside,0,Open,Non Dominant,click,word
8377,participant_39,3,6,12,457,posture,Left_Open_90_On,1567628914937,1567628915982,1567628915982,1643,1757,3400,1045,18,4,False,On,90,Open,Non Dominant,word,click
8379,participant_39,3,6,13,459,posture,Left_Open_90_Below,1567628917767,1567628918649,1567628918649,910,1154,2064,882,21,4,False,Below,90,Open,Non Dominant,click,word
8381,participant_39,3,6,14,461,posture,Left_Open_90_Beside,1567628922705,1567628923682,1567628923682,3879,1489,5368,977,22,7,False,Beside,90,Open,Non Dominant,word,click
8383,participant_39,3,6,15,463,posture,Left_Open_180_On,1567628925203,1567628926115,1567628926115,944,1190,2134,912,24,0,False,On,180,Open,Non Dominant,click,word
8385,participant_39,3,6,16,465,posture,Left_Open_180_Below,1567628927906,1567628929082,1567628929082,1777,989,2766,1176,23,4,False,Below,180,Open,Non Dominant,word,word
8387,participant_39,3,6,17,467,posture,Left_Open_180_Beside,1567628930538,1567628931446,1567628931446,1375,1925,3300,908,14,11,False,Beside,180,Open,Non Dominant,word,click
8389,participant_39,3,6,18,469,posture,Right_Close_0_On,1567628933402,1567628934683,1567628934683,1312,924,2236,1281,20,11,False,On,0,Close,Dominant,click,click
8391,participant_39,3,6,19,471,posture,Right_Close_0_Below,1567628935638,1567628938279,1567628938279,2672,1292,3964,2641,28,0,False,Below,0,Close,Dominant,click,word
8393,participant_39,3,6,20,473,posture,Right_Close_0_Beside,1567628940801,1567628941849,1567628941849,2278,1489,3767,1048,30,0,False,Beside,0,Close,Dominant,word,click
8395,participant_39,3,6,21,475,posture,Right_Close_90_On,1567628943368,1567628944349,1567628944349,1011,991,2002,981,22,8,False,On,90,Close,Dominant,click,word
8399,participant_39,3,6,23,479,posture,Right_Close_90_Beside,1567628952002,1567628953285,1567628953285,1311,1289,2600,1283,26,4,False,Beside,90,Close,Dominant,click,click
8401,participant_39,3,6,24,481,posture,Right_Close_180_On,1567628954604,1567628955848,1567628955848,1274,1392,2666,1244,24,8,False,On,180,Close,Dominant,click,click
8403,participant_39,3,6,25,483,posture,Right_Close_180_Below,1567628957270,1567628958883,1567628958883,1643,1126,2769,1613,28,4,False,Below,180,Close,Dominant,click,word
8405,participant_39,3,6,26,485,posture,Right_Close_180_Beside,1567628960971,1567628962982,1567628962982,2973,1625,4598,2011,22,8,False,Beside,180,Close,Dominant,word,click
8407,participant_39,3,6,27,487,posture,Right_Open_0_On,1567628964640,1567628966483,1567628966483,1876,1188,3064,1843,18,0,False,On,0,Open,Dominant,click,word
8409,participant_39,3,6,28,489,posture,Right_Open_0_Below,1567628968274,1567628969314,1567628969314,1643,1225,2868,1040,28,0,False,Below,0,Open,Dominant,word,word
8411,participant_39,3,6,29,491,posture,Right_Open_0_Beside,1567628973603,1567628974852,1567628974852,4313,1552,5865,1249,19,12,False,Beside,0,Open,Dominant,word,click
8413,participant_39,3,6,30,493,posture,Right_Open_90_On,1567628976440,1567628977483,1567628977483,1079,1124,2203,1043,25,3,False,On,90,Open,Dominant,click,word
8415,participant_39,3,6,31,495,posture,Right_Open_90_Below,1567628980771,1567628981887,1567628981887,3280,1184,4464,1116,19,8,False,Below,90,Open,Dominant,word,word
8417,participant_39,3,6,32,497,posture,Right_Open_90_Beside,1567628986005,1567628987015,1567628987015,3944,1559,5503,1010,24,4,False,Beside,90,Open,Dominant,word,click
8419,participant_39,3,6,33,499,posture,Right_Open_180_On,1567628988606,1567628990553,1567628990553,1979,1388,3367,1947,25,8,False,On,180,Open,Dominant,click,word
8421,participant_39,3,6,34,501,posture,Right_Open_180_Below,1567628994374,1567628995582,1567628995582,3641,2022,5663,1208,27,4,False,Below,180,Open,Dominant,word,click
8423,participant_39,3,6,35,503,posture,Right_Open_180_Beside,1567628997641,1567628998851,1567628998851,1247,0,1247,1210,25,5,False,Beside,180,Open,Dominant,click,click
8425,participant_39,3,7,0,505,shortcut,K,1567629002440,1567629004507,1567629004507,2098,66,2164,2067,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8427,participant_39,3,7,1,507,shortcut,up,1567629006341,1567629008206,1567629008206,3633,1768,5401,1865,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8429,participant_39,3,7,2,509,shortcut,T,1567629010006,1567629012741,1567629012741,2767,65,2832,2735,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8431,participant_39,3,7,3,511,shortcut,R,1567629016007,1567629018674,1567629018674,5868,136,6004,2667,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
8433,participant_39,3,7,4,513,shortcut,O,1567629024272,1567629026340,1567629026340,7530,1204,8734,2068,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8435,participant_39,3,7,5,515,shortcut,H,1567629027575,1567629029441,1567629029441,1897,68,1965,1866,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8437,participant_39,3,7,6,517,shortcut,Y,1567629031474,1567629033740,1567629033740,4231,1601,5832,2266,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8441,participant_39,3,7,8,521,shortcut,O,1567629041472,1567629042908,1567629042908,1467,103,1570,1436,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8443,participant_39,3,7,9,523,shortcut,S,1567629044408,1567629046211,1567629046211,3200,99,3299,1803,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
8447,participant_39,3,7,11,527,shortcut,O,1567629053410,1567629055574,1567629055574,2196,65,2261,2164,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8451,participant_39,3,7,13,531,shortcut,E,1567629062110,1567629063978,1567629063978,1901,132,2033,1868,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8453,participant_39,3,7,14,533,shortcut,Z,1567629067406,1567629069174,1567629069174,5064,1604,6668,1768,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8459,participant_39,3,7,17,539,shortcut,F,1567629081409,1567629084242,1567629084242,4497,1668,6165,2833,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8465,participant_39,3,7,20,545,shortcut,L,1567629098144,1567629099877,1567629099877,3769,1433,5202,1733,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8467,participant_39,3,7,21,547,shortcut,K,1567629101340,1567629104279,1567629104279,2969,100,3069,2939,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8469,participant_39,3,7,22,549,shortcut,B,1567629106044,1567629108813,1567629108813,4434,1233,5667,2769,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8473,participant_39,3,7,24,553,shortcut,down,1567629115512,1567629117010,1567629117010,1531,1737,3268,1498,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
8475,participant_39,3,7,25,555,shortcut,Q,1567629118777,1567629121743,1567629121743,2996,102,3098,2966,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8477,participant_39,3,7,26,557,shortcut,N,1567629123479,1567629125379,1567629125379,3534,2533,6067,1900,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8479,participant_39,3,7,27,559,shortcut,Y,1567629127947,1567629130381,1567629130381,2469,95,2564,2434,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8481,participant_39,3,7,28,561,shortcut,E,1567629132112,1567629133946,1567629133946,3470,134,3604,1834,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
8483,participant_39,3,7,29,563,shortcut,B,1567629135879,1567629138048,1567629138048,3968,1561,5529,2169,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8485,participant_39,3,7,30,565,shortcut,C,1567629139645,1567629141580,1567629141580,1971,130,2101,1935,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8487,participant_39,3,7,31,567,shortcut,Z,1567629143414,1567629145713,1567629145713,4003,134,4137,2299,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
8489,participant_39,3,7,32,569,shortcut,G,1567629147348,1567629149815,1567629149815,3968,1696,5664,2467,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8493,participant_39,3,7,34,573,shortcut,L,1567629159078,1567629161582,1567629161582,5236,1567,6803,2504,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8495,participant_39,3,7,35,575,shortcut,L,1567629163178,1567629164978,1567629164978,1829,0,1829,1800,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
8497,participant_39,4,8,0,577,posture,Left_Close_0_On,1567629167646,1567629168756,1567629168756,1142,957,2099,1110,32,0,False,On,0,Close,Non Dominant,click,word
8499,participant_39,4,8,1,579,posture,Left_Close_0_Below,1567629171914,1567629173323,1567629173323,3610,1522,5132,1409,24,0,False,Below,0,Close,Non Dominant,word,click
8501,participant_39,4,8,2,581,posture,Left_Close_0_Beside,1567629174881,1567629175992,1567629175992,1147,1024,2171,1111,29,0,False,Beside,0,Close,Non Dominant,click,word
8503,participant_39,4,8,3,583,posture,Left_Close_90_On,1567629177679,1567629178555,1567629178555,1539,860,2399,876,17,8,False,On,90,Close,Non Dominant,word,word
8505,participant_39,4,8,4,585,posture,Left_Close_90_Below,1567629180047,1567629180961,1567629180961,1546,1521,3067,914,24,0,False,Below,90,Close,Non Dominant,word,click
8507,participant_39,4,8,5,587,posture,Left_Close_90_Beside,1567629182514,1567629183357,1567629183357,875,1024,1899,843,7,0,False,Beside,90,Close,Non Dominant,click,word
8509,participant_39,4,8,6,589,posture,Left_Close_180_On,1567629187878,1567629188859,1567629188859,4478,1821,6299,981,14,8,False,On,180,Close,Non Dominant,word,click
8511,participant_39,4,8,7,591,posture,Left_Close_180_Below,1567629190713,1567629191657,1567629191657,977,1491,2468,944,20,6,False,Below,180,Close,Non Dominant,click,click
8513,participant_39,4,8,8,593,posture,Left_Close_180_Beside,1567629193178,1567629194228,1567629194228,1080,1285,2365,1050,18,7,False,Beside,180,Close,Non Dominant,click,word
8515,participant_39,4,8,9,595,posture,Left_Open_0_On,1567629196979,1567629197425,1567629197425,1912,1557,3469,446,13,0,False,On,0,Open,Non Dominant,word,word
8517,participant_39,4,8,10,597,posture,Left_Open_0_Below,1567629200045,1567629201428,1567629201428,2446,1151,3597,1383,28,3,False,Below,0,Open,Non Dominant,word,click
8519,participant_39,4,8,11,599,posture,Left_Open_0_Beside,1567629202615,1567629204760,1567629204760,2181,1221,3402,2145,25,0,False,Beside,0,Open,Non Dominant,click,word
8521,participant_39,4,8,12,601,posture,Left_Open_90_On,1567629208146,1567629208990,1567629208990,3009,1760,4769,844,24,0,False,On,90,Open,Non Dominant,word,click
8523,participant_39,4,8,13,603,posture,Left_Open_90_Below,1567629210782,1567629211523,1567629211523,773,1058,1831,741,21,4,False,Below,90,Open,Non Dominant,click,word
8525,participant_39,4,8,14,605,posture,Left_Open_90_Beside,1567629213348,1567629214357,1567629214357,1776,1223,2999,1009,23,4,False,Beside,90,Open,Non Dominant,word,click
8527,participant_39,4,8,15,607,posture,Left_Open_180_On,1567629215614,1567629216557,1567629216557,977,1057,2034,943,24,0,False,On,180,Open,Non Dominant,click,word
8531,participant_39,4,8,17,611,posture,Left_Open_180_Beside,1567629222712,1567629224497,1567629224497,2416,1351,3767,1785,20,12,False,Beside,180,Open,Non Dominant,word,click
8533,participant_39,4,8,18,613,posture,Right_Close_0_On,1567629225884,1567629227293,1567629227293,1445,956,2401,1409,30,4,False,On,0,Close,Dominant,click,click
8535,participant_39,4,8,19,615,posture,Right_Close_0_Below,1567629228281,1567629230594,1567629230594,2345,1223,3568,2313,29,0,False,Below,0,Close,Dominant,click,word
8537,participant_39,4,8,20,617,posture,Right_Close_0_Beside,1567629233416,1567629234496,1567629234496,2679,1984,4663,1080,30,0,False,Beside,0,Close,Dominant,word,click
8539,participant_39,4,8,21,619,posture,Right_Close_90_On,1567629236516,1567629237558,1567629237558,1078,1191,2269,1042,22,8,False,On,90,Close,Dominant,click,word
8543,participant_39,4,8,23,623,posture,Right_Close_90_Beside,1567629243550,1567629244394,1567629244394,878,1856,2734,844,26,0,False,Beside,90,Close,Dominant,click,click
8545,participant_39,4,8,24,625,posture,Right_Close_180_On,1567629246282,1567629247462,1567629247462,1212,1153,2365,1180,25,5,False,On,180,Close,Dominant,click,click
8547,participant_39,4,8,25,627,posture,Right_Close_180_Below,1567629248646,1567629249892,1567629249892,1277,1293,2570,1246,32,0,False,Below,180,Close,Dominant,click,word
8549,participant_39,4,8,26,629,posture,Right_Close_180_Beside,1567629253015,1567629254963,1567629254963,3778,1788,5566,1948,15,14,False,Beside,180,Close,Dominant,word,click
8551,participant_39,4,8,27,631,posture,Right_Open_0_On,1567629256783,1567629259161,1567629259161,2410,1253,3663,2378,28,0,False,On,0,Open,Dominant,click,word
8555,participant_39,4,8,29,635,posture,Right_Open_0_Beside,1567629267217,1567629268493,1567629268493,1944,1257,3201,1276,14,12,False,Beside,0,Open,Dominant,word,click
8557,participant_39,4,8,30,637,posture,Right_Open_90_On,1567629269781,1567629271027,1567629271027,1277,1090,2367,1246,24,4,False,On,90,Open,Dominant,click,word
8559,participant_39,4,8,31,639,posture,Right_Open_90_Below,1567629272952,1567629273861,1567629273861,1744,1391,3135,909,19,8,False,Below,90,Open,Dominant,word,word
8561,participant_39,4,8,32,641,posture,Right_Open_90_Beside,1567629276352,1567629277427,1567629277427,2175,1791,3966,1075,24,4,False,Beside,90,Open,Dominant,word,click
8563,participant_39,4,8,33,643,posture,Right_Open_180_On,1567629279251,1567629281163,1567629281163,1945,1188,3133,1912,24,8,False,On,180,Open,Dominant,click,word
8565,participant_39,4,8,34,645,posture,Right_Open_180_Below,1567629283082,1567629284862,1567629284862,2511,1057,3568,1780,27,8,False,Below,180,Open,Dominant,word,click
8567,participant_39,4,8,35,647,posture,Right_Open_180_Beside,1567629285949,1567629287032,1567629287032,1113,0,1113,1083,27,4,False,Beside,180,Open,Dominant,click,click
8569,participant_39,4,9,0,649,shortcut,J,1567629289285,1567629291215,1567629291215,1963,71,2034,1930,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8571,participant_39,4,9,1,651,shortcut,up,1567629292882,1567629294419,1567629294419,3133,1632,4765,1537,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8573,participant_39,4,9,2,653,shortcut,T,1567629296083,1567629297586,1567629297586,1535,63,1598,1503,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8575,participant_39,4,9,3,655,shortcut,B,1567629299252,1567629301153,1567629301153,3504,65,3569,1901,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
8577,participant_39,4,9,4,657,shortcut,L,1567629303516,1567629305650,1567629305650,4432,1635,6067,2134,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8579,participant_39,4,9,5,659,shortcut,Z,1567629307315,1567629309249,1567629309249,1964,133,2097,1934,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8581,participant_39,4,9,6,661,shortcut,X,1567629311017,1567629313587,1567629313587,4205,1629,5834,2570,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8585,participant_39,4,9,8,665,shortcut,A,1567629319849,1567629321385,1567629321385,1569,100,1669,1536,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8587,participant_39,4,9,9,667,shortcut,V,1567629322919,1567629324752,1567629324752,3267,131,3398,1833,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
8589,participant_39,4,9,10,669,shortcut,J,1567629326384,1567629327918,1567629327918,3035,1301,4336,1534,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8591,participant_39,4,9,11,671,shortcut,right,1567629329251,1567629330686,1567629330686,1467,65,1532,1435,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8593,participant_39,4,9,12,673,shortcut,I,1567629332283,1567629334518,1567629334518,3767,1534,5301,2235,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8595,participant_39,4,9,13,675,shortcut,G,1567629336084,1567629337817,1567629337817,1765,168,1933,1733,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8597,participant_39,4,9,14,677,shortcut,A,1567629339951,1567629341917,1567629341917,3932,1402,5334,1966,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8601,participant_39,4,9,16,681,shortcut,V,1567629351254,1567629353288,1567629353288,5034,66,5100,2034,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
8603,participant_39,4,9,17,683,shortcut,M,1567629354918,1567629356885,1567629356885,3531,1669,5200,1967,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8609,participant_39,4,9,20,689,shortcut,H,1567629369853,1567629371285,1567629371285,4465,1436,5901,1432,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8611,participant_39,4,9,21,691,shortcut,K,1567629372751,1567629374721,1567629374721,2000,97,2097,1970,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
