,Participant,Block,Sequence,Sub_Sequence,Trial,Target_Type,Target_Name,Start_Time,End_Time,First_Reaction_Time,Mode_In_Time,Mode_Out_Time,Execution_Time,Completion_Time,Reference_Action_Count,Incorrect_Action_Count,Error,IV_Surface,IV_Orientation,IV_Form,IV_Hand,Previous_Reference_Task,Next_Reference_Task
9991,participant_33,4,8,27,631,posture,Right_Open_0_On,1567455053189,1567455054267,1567455054267,1112,1089,2201,1078,27,0,False,On,0,Open,Dominant,click,word
9993,participant_33,4,8,28,633,posture,Right_Open_0_Below,1567455056520,1567455057599,1567455057599,2243,954,3197,1079,26,4,False,Below,0,Open,Dominant,word,word
9995,participant_33,4,8,29,635,posture,Right_Open_0_Beside,1567455059521,1567455060566,1567455060566,2013,1387,3400,1045,20,4,False,Beside,0,Open,Dominant,word,click
9997,participant_33,4,8,30,637,posture,Right_Open_90_On,1567455061985,1567455062966,1567455062966,1013,922,1935,981,24,4,False,On,90,Open,Dominant,click,word
9999,participant_33,4,8,31,639,posture,Right_Open_90_Below,1567455065221,1567455065633,1567455065633,1745,1188,2933,412,9,6,False,Below,90,Open,Dominant,word,word
10001,participant_33,4,8,32,641,posture,Right_Open_90_Beside,1567455067385,1567455068831,1567455068831,2010,1190,3200,1446,24,4,False,Beside,90,Open,Dominant,word,click
10003,participant_33,4,8,33,643,posture,Right_Open_180_On,1567455070053,1567455071232,1567455071232,1211,1058,2269,1179,25,8,False,On,180,Open,Dominant,click,word
10005,participant_33,4,8,34,645,posture,Right_Open_180_Below,1567455073487,1567455073768,1567455073768,1478,1520,2998,281,8,0,False,Below,180,Open,Dominant,word,click
10007,participant_33,4,8,35,647,posture,Right_Open_180_Beside,1567455075321,1567455076367,1567455076367,1079,0,1079,1046,17,13,False,Beside,180,Open,Dominant,click,click
10009,participant_33,4,9,0,649,shortcut,V,1567455181790,1567455183294,1567455183294,1534,66,1600,1504,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10011,participant_33,4,9,1,651,shortcut,S,1567455186626,1567455187990,1567455187990,4630,2304,6934,1364,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10013,participant_33,4,9,2,653,shortcut,R,1567455190324,1567455191393,1567455191393,1099,65,1164,1069,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10015,participant_33,4,9,3,655,shortcut,C,1567455193123,1567455194227,1567455194227,2769,66,2835,1104,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10017,participant_33,4,9,4,657,shortcut,F,1567455196126,1567455197193,1567455197193,2900,1467,4367,1067,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10021,participant_33,4,9,6,661,shortcut,R,1567455202893,1567455204425,1567455204425,3435,969,4404,1532,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10025,participant_33,4,9,8,665,shortcut,Z,1567455207994,1567455209027,1567455209027,1067,133,1200,1033,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10029,participant_33,4,9,10,669,shortcut,G,1567455215223,1567455216824,1567455216824,3164,1368,4532,1601,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10031,participant_33,4,9,11,671,shortcut,left,1567455218227,1567455219191,1567455219191,999,69,1068,964,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10033,participant_33,4,9,12,673,shortcut,E,1567455221159,1567455222593,1567455222593,3333,1334,4667,1434,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10035,participant_33,4,9,13,675,shortcut,T,1567455223959,1567455225496,1567455225496,1569,98,1667,1537,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10039,participant_33,4,9,15,679,shortcut,S,1567455230892,1567455232162,1567455232162,1303,167,1470,1270,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10041,participant_33,4,9,16,681,shortcut,R,1567455234258,1567455236026,1567455236026,3697,103,3800,1768,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10045,participant_33,4,9,18,685,shortcut,V,1567455241427,1567455243194,1567455243194,1801,1132,2933,1767,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
10047,participant_33,4,9,19,687,shortcut,A,1567455244360,1567455245659,1567455245659,1333,170,1503,1299,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10049,participant_33,4,9,20,689,shortcut,right,1567455247628,1567455248729,1567455248729,2900,1366,4266,1101,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10053,participant_33,4,9,22,693,shortcut,J,1567455255360,1567455256994,1567455256994,4034,1299,5333,1634,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10059,participant_33,4,9,25,699,shortcut,H,1567455264196,1567455265629,1567455265629,1465,67,1532,1433,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10063,participant_33,4,9,27,703,shortcut,left,1567455271160,1567455272264,1567455272264,1134,99,1233,1104,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10067,participant_33,4,9,29,707,shortcut,T,1567455279663,1567455281096,1567455281096,4003,1168,5171,1433,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10069,participant_33,4,9,30,709,shortcut,down,1567455282296,1567455283331,1567455283331,1067,95,1162,1035,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10071,participant_33,4,9,31,711,shortcut,V,1567455285026,1567455286963,1567455286963,3537,100,3637,1937,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10073,participant_33,4,9,32,713,shortcut,W,1567455288896,1567455290228,1567455290228,3165,1268,4433,1332,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10075,participant_33,4,9,33,715,shortcut,F,1567455291528,1567455293531,1567455293531,2035,66,2101,2003,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10077,participant_33,4,9,34,717,shortcut,up,1567455295262,1567455296563,1567455296563,2966,1500,4466,1301,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10079,participant_33,4,9,35,719,shortcut,W,1567455298094,1567455299998,1567455299998,1935,0,1935,1904,0,0,False,shortcut,shortcut,shortcut,shortcut,click,NA
10225,participant_38,1,2,0,145,posture,Left_Close_0_On,1567623617748,1567623618994,1567623618994,1277,926,2203,1246,27,0,False,On,0,Close,Non Dominant,click,word
10227,participant_38,1,2,1,147,posture,Left_Close_0_Below,1567623620918,1567623622064,1567623622064,2144,1720,3864,1146,31,0,False,Below,0,Close,Non Dominant,word,click
10229,participant_38,1,2,2,149,posture,Left_Close_0_Beside,1567623623818,1567623625127,1567623625127,1343,923,2266,1309,28,0,False,Beside,0,Close,Non Dominant,click,word
10231,participant_38,1,2,3,151,posture,Left_Close_90_On,1567623626714,1567623627798,1567623627798,1748,53,1801,1084,24,4,False,On,90,Close,Non Dominant,word,word
10233,participant_38,1,2,4,153,posture,Left_Close_90_Below,1567623631615,1567623632728,1567623632728,4877,1556,6433,1113,23,8,False,Below,90,Close,Non Dominant,word,click
10235,participant_38,1,2,5,155,posture,Left_Close_90_Beside,1567623634319,1567623635496,1567623635496,1212,989,2201,1177,28,0,False,Beside,90,Close,Non Dominant,click,word
10237,participant_38,1,2,6,157,posture,Left_Close_180_On,1567623637515,1567623638693,1567623638693,2208,1493,3701,1178,22,9,False,On,180,Close,Non Dominant,word,click
10239,participant_38,1,2,7,159,posture,Left_Close_180_Below,1567623640214,1567623641365,1567623641365,1179,1054,2233,1151,19,9,False,Below,180,Close,Non Dominant,click,click
10241,participant_38,1,2,8,161,posture,Left_Close_180_Beside,1567623642452,1567623643632,1567623643632,1213,1287,2500,1180,33,0,False,Beside,180,Close,Non Dominant,click,word
10243,participant_38,1,2,9,163,posture,Left_Open_0_On,1567623646852,1567623647960,1567623647960,3041,925,3966,1108,29,0,False,On,0,Open,Non Dominant,word,word
10245,participant_38,1,2,10,165,posture,Left_Open_0_Below,1567623649651,1567623650798,1567623650798,1913,1323,3236,1147,28,3,False,Below,0,Open,Non Dominant,word,click
10247,participant_38,1,2,11,167,posture,Left_Open_0_Beside,1567623652148,1567623653293,1567623653293,1172,1092,2264,1145,23,0,False,Beside,0,Open,Non Dominant,click,word
10249,participant_38,1,2,12,169,posture,Left_Open_90_On,1567623657752,1567623658129,1567623658129,3744,1623,5367,377,12,0,False,On,90,Open,Non Dominant,word,click
10251,participant_38,1,2,13,171,posture,Left_Open_90_Below,1567623659786,1567623659786,1567623659786,34,1334,1368,0,0,0,False,Below,90,Open,Non Dominant,click,word
10253,participant_38,1,2,14,173,posture,Left_Open_90_Beside,1567623662382,1567623663495,1567623663495,2375,1490,3865,1113,23,4,False,Beside,90,Open,Non Dominant,word,click
10255,participant_38,1,2,15,175,posture,Left_Open_180_On,1567623665019,1567623666196,1567623666196,1211,188,1399,1177,24,0,False,On,180,Open,Non Dominant,click,word
10257,participant_38,1,2,16,177,posture,Left_Open_180_Below,1567623670351,1567623671860,1567623671860,5476,1090,6566,1509,26,3,False,Below,180,Open,Non Dominant,word,word
10259,participant_38,1,2,17,179,posture,Left_Open_180_Beside,1567623673916,1567623675661,1567623675661,2711,1359,4070,1745,23,9,False,Beside,180,Open,Non Dominant,word,click
10261,participant_38,1,2,18,181,posture,Right_Close_0_On,1567623677052,1567623678294,1567623678294,1274,1427,2701,1242,30,4,False,On,0,Close,Dominant,click,click
10263,participant_38,1,2,19,183,posture,Right_Close_0_Below,1567623679752,1567623681434,1567623681434,1713,1220,2933,1682,23,0,False,Below,0,Close,Dominant,click,word
10265,participant_38,1,2,20,185,posture,Right_Close_0_Beside,1567623683783,1567623685697,1567623685697,3043,1488,4531,1914,20,8,False,Beside,0,Close,Dominant,word,click
10267,participant_38,1,2,21,187,posture,Right_Close_90_On,1567623687221,1567623688502,1567623688502,1317,1187,2504,1281,30,0,False,On,90,Close,Dominant,click,word
10271,participant_38,1,2,23,191,posture,Right_Close_90_Beside,1567623696587,1567623697799,1567623697799,1247,1657,2904,1212,26,4,False,Beside,90,Close,Dominant,click,click
10275,participant_38,1,2,25,195,posture,Right_Close_180_Below,1567623702055,1567623703162,1567623703162,1142,1091,2233,1107,13,0,False,Below,180,Close,Dominant,click,word
10277,participant_38,1,2,26,197,posture,Right_Close_180_Beside,1567623705455,1567623706496,1567623706496,2243,1623,3866,1041,15,14,False,Beside,180,Close,Dominant,word,click
10279,participant_38,1,2,27,199,posture,Right_Open_0_On,1567623708153,1567623709564,1567623709564,1445,387,1832,1411,28,0,False,On,0,Open,Dominant,click,word
10281,participant_38,1,2,28,201,posture,Right_Open_0_Below,1567623711554,1567623712803,1567623712803,2852,1153,4005,1249,33,0,False,Below,0,Open,Dominant,word,word
10283,participant_38,1,2,29,203,posture,Right_Open_0_Beside,1567623714517,1567623715863,1567623715863,1907,1390,3297,1346,19,12,False,Beside,0,Open,Dominant,word,click
10285,participant_38,1,2,30,205,posture,Right_Open_90_On,1567623717287,1567623718898,1567623718898,1645,1121,2766,1611,24,4,False,On,90,Open,Dominant,click,word
10287,participant_38,1,2,31,207,posture,Right_Open_90_Below,1567623720751,1567623721830,1567623721830,1811,1059,2870,1079,9,8,False,Below,90,Open,Dominant,word,word
10289,participant_38,1,2,32,209,posture,Right_Open_90_Beside,1567623724352,1567623725565,1567623725565,2676,1456,4132,1213,24,4,False,Beside,90,Open,Dominant,word,click
10291,participant_38,1,2,33,211,posture,Right_Open_180_On,1567623727054,1567623728200,1567623728200,1179,988,2167,1146,20,0,False,On,180,Open,Dominant,click,word
10293,participant_38,1,2,34,213,posture,Right_Open_180_Below,1567623729923,1567623731131,1567623731131,1943,1323,3266,1208,23,9,False,Below,180,Open,Dominant,word,click
10295,participant_38,1,2,35,215,posture,Right_Open_180_Beside,1567623732488,1567623733599,1567623733599,1145,0,1145,1111,23,8,False,Beside,180,Open,Dominant,click,click
10297,participant_38,1,3,0,217,shortcut,L,1567623746757,1567623748689,1567623748689,1969,66,2035,1932,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10299,participant_38,1,3,1,219,shortcut,Z,1567623750424,1567623752524,1567623752524,3769,1997,5766,2100,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10301,participant_38,1,3,2,221,shortcut,V,1567623754556,1567623756590,1567623756590,2069,65,2134,2034,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10303,participant_38,1,3,3,223,shortcut,D,1567623759219,1567623760824,1567623760824,4169,199,4368,1605,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10305,participant_38,1,3,4,225,shortcut,V,1567623764124,1567623765857,1567623765857,4834,1399,6233,1733,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10309,participant_38,1,3,6,229,shortcut,X,1567623772153,1567623773790,1567623773790,3667,1601,5268,1637,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10311,participant_38,1,3,7,231,shortcut,down,1567623775423,1567623776856,1567623776856,1465,1567,3032,1433,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
10321,participant_38,1,3,12,241,shortcut,up,1567623800791,1567623802257,1567623802257,3467,1467,4934,1466,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10323,participant_38,1,3,13,243,shortcut,M,1567623803756,1567623804959,1567623804959,1235,333,1568,1203,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10325,participant_38,1,3,14,245,shortcut,B,1567623807223,1567623809190,1567623809190,3898,1600,5498,1967,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10327,participant_38,1,3,15,247,shortcut,P,1567623810823,1567623812890,1567623812890,2100,98,2198,2067,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10329,participant_38,1,3,16,249,shortcut,S,1567623814589,1567623816690,1567623816690,3702,133,3835,2101,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10331,participant_38,1,3,17,251,shortcut,right,1567623818657,1567623820160,1567623820160,3337,1633,4970,1503,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10333,participant_38,1,3,18,253,shortcut,J,1567623821824,1567623823093,1567623823093,1300,963,2263,1269,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
10335,participant_38,1,3,19,255,shortcut,V,1567623824090,1567623826359,1567623826359,2303,196,2499,2269,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10337,participant_38,1,3,20,257,shortcut,H,1567623828192,1567623829656,1567623829656,3101,1499,4600,1464,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10339,participant_38,1,3,21,259,shortcut,left,1567623831191,1567623832657,1567623832657,1502,69,1571,1466,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10343,participant_38,1,3,23,263,shortcut,R,1567623841625,1567623843124,1567623843124,1533,1399,2932,1499,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
10345,participant_38,1,3,24,265,shortcut,W,1567623844555,1567623845925,1567623845925,1402,1565,2967,1370,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
10349,participant_38,1,3,26,269,shortcut,T,1567623852060,1567623853927,1567623853927,3670,1200,4870,1867,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10353,participant_38,1,3,28,273,shortcut,D,1567623859424,1567623861393,1567623861393,3600,64,3664,1969,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10355,participant_38,1,3,29,275,shortcut,Z,1567623863557,1567623865390,1567623865390,3933,1436,5369,1833,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10361,participant_38,1,3,32,281,shortcut,O,1567623879090,1567623881361,1567623881361,4934,1598,6532,2271,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10363,participant_38,1,3,33,283,shortcut,R,1567623882994,1567623884594,1567623884594,1635,66,1701,1600,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10365,participant_38,1,3,34,285,shortcut,M,1567623886756,1567623889026,1567623889026,4366,936,5302,2270,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10369,participant_38,2,4,0,289,posture,Left_Close_0_On,1567623900128,1567623901436,1567623901436,1345,1222,2567,1308,33,0,False,On,0,Close,Non Dominant,click,word
10371,participant_38,2,4,1,291,posture,Left_Close_0_Below,1567623903326,1567623904340,1567623904340,1682,1587,3269,1014,26,0,False,Below,0,Close,Non Dominant,word,click
10373,participant_38,2,4,2,293,posture,Left_Close_0_Beside,1567623905962,1567623907302,1567623907302,1375,1025,2400,1340,29,0,False,Beside,0,Close,Non Dominant,click,word
10375,participant_38,2,4,3,295,posture,Left_Close_90_On,1567623909060,1567623910105,1567623910105,1778,924,2702,1045,14,0,False,On,90,Close,Non Dominant,word,word
10377,participant_38,2,4,4,297,posture,Left_Close_90_Below,1567623911859,1567623912938,1567623912938,1909,1324,3233,1079,17,0,False,Below,90,Close,Non Dominant,word,click
10379,participant_38,2,4,5,299,posture,Left_Close_90_Beside,1567623914295,1567623915503,1567623915503,1241,890,2131,1208,15,0,False,Beside,90,Close,Non Dominant,click,word
10381,participant_38,2,4,6,301,posture,Left_Close_180_On,1567623917128,1567623918340,1567623918340,1947,1353,3300,1212,19,9,False,On,180,Close,Non Dominant,word,click
10383,participant_38,2,4,7,303,posture,Left_Close_180_Below,1567623919726,1567623920807,1567623920807,1114,1322,2436,1081,25,5,False,Below,180,Close,Non Dominant,click,click
10385,participant_38,2,4,8,305,posture,Left_Close_180_Beside,1567623922162,1567623923577,1567623923577,1448,1016,2464,1415,26,0,False,Beside,180,Close,Non Dominant,click,word
10387,participant_38,2,4,9,307,posture,Left_Open_0_On,1567623925461,1567623926506,1567623926506,1913,1055,2968,1045,26,0,False,On,0,Open,Non Dominant,word,word
10389,participant_38,2,4,10,309,posture,Left_Open_0_Below,1567623928296,1567623929306,1567623929306,1745,1388,3133,1010,26,0,False,Below,0,Open,Non Dominant,word,click
10391,participant_38,2,4,11,311,posture,Left_Open_0_Beside,1567623930727,1567623931840,1567623931840,1146,1022,2168,1113,23,0,False,Beside,0,Open,Non Dominant,click,word
10393,participant_38,2,4,12,313,posture,Left_Open_90_On,1567623933696,1567623933906,1567623933906,1044,1457,2501,210,6,0,False,On,90,Open,Non Dominant,word,click
10395,participant_38,2,4,13,315,posture,Left_Open_90_Below,1567623935396,1567623935396,1567623935396,33,1131,1164,0,0,0,False,Below,90,Open,Non Dominant,click,word
10397,participant_38,2,4,14,317,posture,Left_Open_90_Beside,1567623937262,1567623938408,1567623938408,1881,1420,3301,1146,23,4,False,Beside,90,Open,Non Dominant,word,click
10399,participant_38,2,4,15,319,posture,Left_Open_180_On,1567623939859,1567623941237,1567623941237,1409,1424,2833,1378,24,0,False,On,180,Open,Non Dominant,click,word
10401,participant_38,2,4,16,321,posture,Left_Open_180_Below,1567623947263,1567623948538,1567623948538,5877,990,6867,1275,19,8,False,Below,180,Open,Non Dominant,word,word
10405,participant_38,2,4,18,325,posture,Right_Close_0_On,1567623953026,1567623954172,1567623954172,1178,1525,2703,1146,31,0,False,On,0,Close,Dominant,click,click
10409,participant_38,2,4,20,329,posture,Right_Close_0_Beside,1567623961098,1567623962305,1567623962305,1973,1457,3430,1207,20,8,False,Beside,0,Close,Dominant,word,click
10411,participant_38,2,4,21,331,posture,Right_Close_90_On,1567623963794,1567623965642,1567623965642,1880,119,1999,1848,28,0,False,On,90,Close,Dominant,click,word
10415,participant_38,2,4,23,335,posture,Right_Close_90_Beside,1567623971696,1567623973204,1567623973204,1543,1458,3001,1508,23,4,False,Beside,90,Close,Dominant,click,click
10417,participant_38,2,4,24,337,posture,Right_Close_180_On,1567623974696,1567623975739,1567623975739,1077,1126,2203,1043,24,3,False,On,180,Close,Dominant,click,click
10419,participant_38,2,4,25,339,posture,Right_Close_180_Below,1567623976893,1567623977871,1567623977871,1006,1459,2465,978,20,0,False,Below,180,Close,Dominant,click,word
10421,participant_38,2,4,26,341,posture,Right_Close_180_Beside,1567623981028,1567623982207,1567623982207,2877,1354,4231,1179,20,11,False,Beside,180,Close,Dominant,word,click
10423,participant_38,2,4,27,343,posture,Right_Open_0_On,1567623983598,1567623984773,1567623984773,1212,254,1466,1175,15,0,False,On,0,Open,Dominant,click,word
10425,participant_38,2,4,28,345,posture,Right_Open_0_Below,1567623986429,1567623987406,1567623987406,2379,1155,3534,977,29,0,False,Below,0,Open,Dominant,word,word
10427,participant_38,2,4,29,347,posture,Right_Open_0_Beside,1567623989300,1567623990379,1567623990379,1818,1282,3100,1079,27,4,False,Beside,0,Open,Dominant,word,click
10429,participant_38,2,4,30,349,posture,Right_Open_90_On,1567623991698,1567623993041,1567623993041,1380,1056,2436,1343,23,4,False,On,90,Open,Dominant,click,word
10431,participant_38,2,4,31,351,posture,Right_Open_90_Below,1567623994829,1567623995708,1567623995708,1611,1056,2667,879,17,8,False,Below,90,Open,Dominant,word,word
10433,participant_38,2,4,32,353,posture,Right_Open_90_Beside,1567623997396,1567623998477,1567623998477,1713,2124,3837,1081,24,4,False,Beside,90,Open,Dominant,word,click
10437,participant_38,2,4,34,357,posture,Right_Open_180_Below,1567624007866,1567624009307,1567624009307,6511,1456,7967,1441,16,14,False,Below,180,Open,Dominant,word,click
10439,participant_38,2,4,35,359,posture,Right_Open_180_Beside,1567624010797,1567624011906,1567624011906,1143,0,1143,1109,27,4,False,Beside,180,Open,Dominant,click,click
10441,participant_38,2,5,0,361,shortcut,P,1567624026531,1567624028163,1567624028163,1668,272,1940,1632,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10443,participant_38,2,5,1,363,shortcut,E,1567624030199,1567624031630,1567624031630,3195,1370,4565,1431,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10445,participant_38,2,5,2,365,shortcut,up,1567624033033,1567624034333,1567624034333,1333,67,1400,1300,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10447,participant_38,2,5,3,367,shortcut,T,1567624040434,1567624042430,1567624042430,8030,167,8197,1996,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10451,participant_38,2,5,5,371,shortcut,K,1567624048965,1567624050397,1567624050397,1466,400,1866,1432,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10453,participant_38,2,5,6,373,shortcut,C,1567624052332,1567624054533,1567624054533,3736,1297,5033,2201,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10455,participant_38,2,5,7,375,shortcut,V,1567624055867,1567624057767,1567624057767,1937,1365,3302,1900,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
10457,participant_38,2,5,8,377,shortcut,W,1567624059167,1567624060901,1567624060901,1769,66,1835,1734,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10459,participant_38,2,5,9,379,shortcut,F,1567624062797,1567624064566,1567624064566,3599,64,3663,1769,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10463,participant_38,2,5,11,383,shortcut,J,1567624072635,1567624074567,1567624074567,1966,66,2032,1932,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10465,participant_38,2,5,12,385,shortcut,right,1567624076300,1567624078003,1567624078003,3370,1532,4902,1703,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10467,participant_38,2,5,13,387,shortcut,G,1567624079566,1567624081500,1567624081500,1965,168,2133,1934,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10469,participant_38,2,5,14,389,shortcut,F,1567624085899,1567624087830,1567624087830,6162,1772,7934,1931,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10477,participant_38,2,5,18,397,shortcut,down,1567624102431,1567624103936,1567624103936,1535,1131,2666,1505,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
10479,participant_38,2,5,19,399,shortcut,O,1567624105103,1567624107002,1567624107002,1935,301,2236,1899,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10481,participant_38,2,5,20,401,shortcut,A,1567624109299,1567624110568,1567624110568,3265,1332,4597,1269,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10483,participant_38,2,5,21,403,shortcut,P,1567624111935,1567624113168,1567624113168,1268,67,1335,1233,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10489,participant_38,2,5,24,409,shortcut,B,1567624123133,1567624125432,1567624125432,2330,1170,3500,2299,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
10491,participant_38,2,5,25,411,shortcut,R,1567624126633,1567624128468,1567624128468,1866,66,1932,1835,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10493,participant_38,2,5,26,413,shortcut,T,1567624130933,1567624132337,1567624132337,3803,1765,5568,1404,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10495,participant_38,2,5,27,415,shortcut,T,1567624134136,1567624136168,1567624136168,2066,67,2133,2032,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10497,participant_38,2,5,28,417,shortcut,X,1567624139035,1567624141337,1567624141337,5102,96,5198,2302,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
10501,participant_38,2,5,30,421,shortcut,M,1567624148002,1567624149134,1567624149134,1165,169,1334,1132,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10507,participant_38,2,5,33,427,shortcut,up,1567624159969,1567624161705,1567624161705,1768,398,2166,1736,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
10509,participant_38,2,5,34,429,shortcut,J,1567624164934,1567624166803,1567624166803,4700,1264,5964,1869,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
10511,participant_38,2,5,35,431,shortcut,Y,1567624168104,1567624169768,1567624169768,1701,0,1701,1664,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
10513,participant_38,3,6,0,433,posture,Left_Close_0_On,1567624178704,1567624179849,1567624179849,1179,1220,2399,1145,26,4,False,On,0,Close,Non Dominant,click,word
10515,participant_38,3,6,1,435,posture,Left_Close_0_Below,1567624183771,1567624184816,1567624184816,3747,1354,5101,1045,30,0,False,Below,0,Close,Non Dominant,word,click
10517,participant_38,3,6,2,437,posture,Left_Close_0_Beside,1567624186204,1567624187746,1567624187746,1576,1024,2600,1542,28,0,False,Beside,0,Close,Non Dominant,click,word
10521,participant_38,3,6,4,441,posture,Left_Close_90_Below,1567624191669,1567624192747,1567624192747,1708,1190,2898,1078,17,0,False,Below,90,Close,Non Dominant,word,click
10523,participant_38,3,6,5,443,posture,Left_Close_90_Beside,1567624193971,1567624195648,1567624195648,1711,889,2600,1677,28,0,False,Beside,90,Close,Non Dominant,click,word
10525,participant_38,3,6,6,445,posture,Left_Close_180_On,1567624197971,1567624199150,1567624199150,2613,1689,4302,1179,18,9,False,On,180,Close,Non Dominant,word,click
10527,participant_38,3,6,7,447,posture,Left_Close_180_Below,1567624200871,1567624201818,1567624201818,979,1352,2331,947,25,2,False,Below,180,Close,Non Dominant,click,click
10531,participant_38,3,6,9,451,posture,Left_Open_0_On,1567624208270,1567624210352,1567624210352,3679,16,3695,2082,29,0,False,On,0,Open,Non Dominant,word,word
10533,participant_38,3,6,10,453,posture,Left_Open_0_Below,1567624213503,1567624214484,1567624214484,4116,1055,5171,981,19,3,False,Below,0,Open,Non Dominant,word,click
10535,participant_38,3,6,11,455,posture,Left_Open_0_Beside,1567624215569,1567624216618,1567624216618,1079,1422,2501,1049,25,0,False,Beside,0,Open,Non Dominant,click,word
10537,participant_38,3,6,12,457,posture,Left_Open_90_On,1567624219203,1567624219683,1567624219683,1643,1586,3229,480,16,2,False,On,90,Open,Non Dominant,word,click
10539,participant_38,3,6,13,459,posture,Left_Open_90_Below,1567624221301,1567624222315,1567624222315,1046,1091,2137,1014,21,4,False,Below,90,Open,Non Dominant,click,word
10541,participant_38,3,6,14,461,posture,Left_Open_90_Beside,1567624224138,1567624225180,1567624225180,1774,1456,3230,1042,28,0,False,Beside,90,Open,Non Dominant,word,click
10545,participant_38,3,6,16,465,posture,Left_Open_180_Below,1567624230206,1567624231382,1567624231382,2343,1091,3434,1176,23,4,False,Below,180,Open,Non Dominant,word,word
